Sınav Yılı,Sayfa Dosyası,Soru No,Soru Metni,Ana Konu,Soru Tipi
2017_ALES_Ilkbahar,page_37.png,37,"A, B, D kitaplarından hangileri sanat konulu bir kitap olabilir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_37.png,38,Kitapların sıralaması hakkında verilen ifadelerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_37.png,39,"Toplam dört yemek kitabı olduğu bilindiğinde, verilen ifadelerden hangisi kesin olarak doğrudur?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_37.png,40,"E ile H kitapları yan yana duruyorsa, beşinci ve altıncı sıradaki kitapların konuları nelerdir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_38.png,1,Sinemanın gerçekle kıyaslanması ve kendi gerçekliğini yaratma özgürlüğü üzerine bir paragrafta anlam bütünlüğünü bozan cümleyi bulunuz.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_38.png,2,"İnsanların temel ihtiyaçları ve çevreye verdikleri zararlar, küresel ısınma ve iklim değişikliği üzerine bir paragrafta anlam bütünlüğünü bozan cümleyi bulunuz.",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_38.png,3,"Orta Çağ'dan sanayi devrimine geçiş, şehirleşme ve üretim sistemindeki değişikliklerin toplum üzerindeki etkileri üzerine bir paragrafta anlam bütünlüğünü bozan cümleyi bulunuz.",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_38.png,4,"Modern toplumun yarattığı paradoksal görünüm, sanatın hayatla ilişkisi ve Charles Baudelaire'in modern insanı nitelendirmesi üzerine bir paragrafta anlam bütünlüğünü bozan cümleyi bulunuz.",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_39.png,5,Süperiletkenler hakkında verilen bir paragraftaki numaralı cümlelerin anlam akışını sağlamak için hangi ikisinin yer değiştirmesi gerektiğini bulunuz.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_39.png,6,İletişim konulu bir paragraftaki numaralı cümlelerin anlam akışını sağlamak için hangi ikisinin yer değiştirmesi gerektiğini bulunuz.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_39.png,7,Geleneksel Türk evlerinin mimarisi ve oda düzenlemesi hakkında verilen bir paragraftaki numaralı cümlelerin anlam akışını sağlamak için hangi ikisinin yer değiştirmesi gerektiğini bulunuz.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_40.png,8,"Mirketlerin yavrularına akreplerle avlanmayı öğretme süreciyle ilgili verilen numaralandırılmış ifadelerden, mirket yavrularının akreplerle nasıl avlanacaklarını öğrenmelerini açıklayan iki farklı ifadeyi bulma.",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_40.png,9,"Bir kitabın kısa sürede yaygınlaşması ve bir kuşağın baş ucu kitabı olmasında rol oynayan faktörlerle ilgili verilen numaralandırılmış ifadelerden, hangi faktörlerin önemli rol oynadığını bulma.",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_40.png,10,"Şekerin beyin üzerindeki olumsuz etkileriyle ilgili verilen numaralanmış cümlelerden, aynı anlama gelen iki farklı ifadeye yer verilmiştir?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_40.png,11,"Feride'nin yaptığı 'Gül-be-şeker' ve anlamlarıyla ilgili verilen numaralanmış cümlelerden, aynı anlama gelen iki farklı ifadeye yer verilmiştir?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_41.png,12,"Okur açısından, geçmişin çoktan kutsallaştırılmış metinleri güvenli birer limandır; bugün yaratılmakta olan edebiyata yönelmek cesaret gerektirir ama bu cesaret insanı yepyeni maceralarla ödüllendirir. Bu cümledeki altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_41.png,13,"Doğadan kopuş olgusunun bireyselleşme sürecindeki etkisine yoğunlaşması, toplumsal cinsiyet konusundaki açık fikirliliği ve bütün bunları hikâyeye yedirme ve karakterlere uydurma konusundaki başarısı yazarın ayırıcı özellikleridir. Bu cümlede sözü edilen yazarla ilgili olarak anlatılmak istenen aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_41.png,14,"Çocukluğumun geçtiği 70'li yıllarda, adına taşra denen o yoklar ve yokluklar diyarında bizim bir yanımız dağlardaydı hâlâ; kara çadırlar hâlinde, rüzgârların ortasında dalgalanır dururdu. Bu parçadaki altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_41.png,15,İnsanın kendi trajedisinin kahramanı olmasında dramatik bir yön yoktur. Asıl dramatik olan kendi trajedisinin seyircisi olmaktır. Bu parçada insanla ilgili olarak aşağıdakilerden hangisinin önemi vurgulanmaktadır?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_42.png,16,The Doors grubunun parçadaki altı çizili sözle anlatılmak istenen özelliği.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_42.png,17,Parçanın yazarının yakınmakta olduğu durum.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_42.png,18,Parçada vurgulanan temel düşünce.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_43.png,19,Parçada Soğuk Savaş ile ilgili olarak hangi bilginin bahsedildiği sorulmaktadır.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_43.png,20,Üniversite eğitimindeki yeni yaklaşımlar hakkında verilen paragraftan neyin çıkarılamayacağı sorulmaktadır.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_44.png,21,Yazarın gezilerini planlaması ve Internet kullanımı hakkında verilen parçadan ulaşılamayacak yargının tespiti.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_44.png,22,Sosyoloji ve psikoloji arasındaki ilişkiyi ve sosyal psikolojinin rolünü açıklayan parçadan ulaşılamayacak yargının tespiti.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_44.png,23,Ren Vadisi'ndeki şatoların özelliklerini anlatan parçada değinilmeyen konunun tespiti.,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_45.png,24,Bu parçadan hareketle Freud ile ilgili olarak aşağıdakilerin hangisine ulaşılamaz?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_45.png,25,"Bu parçada, I. Yabancı dilde okuma alışkanlığı eğitim süreçlerinin dışında mı şekillenir? II. Okuma tercihleri yazarın kimlik kazanmasında etkin bir rol oynar mı? III. ""Bir yazarla tanıştım ve hayatım değişti."" diyebilmek sizce ne derece mümkün? sorularından hangilerinin cevabı vardır?",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_46.png,26,Bu parçada Flu Trends uygulamasıyla ilgili olarak aşağıdakilerden hangisine değinilmemiştir?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_46.png,27,"Bu parçada ""kirli veriler"" olarak ifade edilen verilerin niteliklerinden hangilerine uygun olduğu söylenebilir? I. amaca hizmet etmeyen, II. kasıtlı olarak üretilmiş, III. virüs yazılımı barındıran",Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_46.png,28,Bu parçadan hareketle Google ile ilgili olarak aşağıdakilerden hangisi söylenebilir?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_47.png,29,Bu parçadaki altı çizili sözle anlatılmak istenen aşağıdakilerden hangisidir?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_47.png,30,Yukarıdakilerden hangileri Oğuz Atay'ın 'tutunamayanlar' tipine örnek oluşturur?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_47.png,31,Bu parçada Oğuz Atay'la ilgili olarak aşağıdakilerden hangisine değinilmiştir?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_47.png,32,Bu parçada sözü edilen Hikmet Benol'un hayat bilgisi ansiklopedisi aşağıdakilerin hangisiyle nitelendirilebilir?,Paragrafta Anlam,Paragraf
2017_ALES_Ilkbahar,page_48.png,33,"Çinekop, levrek, mercan balıklarından hangileri ızgarada pişirilmiş olabilir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_48.png,34,Aşağıdaki balıklardan hangileri kesin olarak farklı şekillerde pişirilmiştir?,Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_48.png,35,"Jale'nin çinekop aldığı biliniyorsa; Ahmet'in ızgarada pişirdiği balığın türü, Gözde'nin tavada pişirdiği balığın türü, Jale'nin ızgarada pişirdiği balığın türü bilgilerinden hangilerine kesin olarak ulaşılabilir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_48.png,36,Boş bırakılan yere hangi balık çifti getirildiğinde Ahmet'in ızgarada pişirdiği balığın türü kesin olarak bilinebilir?,Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_49.png,37,"Behiç, Cavidan veya Derya'dan hangileri üç numaralı koltukta oturuyor olabilir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_49.png,38,Aşağıdaki ifadelerden hangisi kesin olarak doğrudur?,Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_49.png,39,"Cavidan, Derya veya Emre'den hangileri dokuz numaralı koltukta oturuyor olabilir?",Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Ilkbahar,page_49.png,40,Behiç ve Derya'nın arasında iki koltuk bulunduğu biliniyorsa aşağıdakilerden hangisi doğrudur?,Sözel Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_3.png,1,11 / (5/4 + 3/2) işleminin sonucu kaçtır?,Rasyonel Sayılar,Salt İşlem
2017_ALES_Sonbahar,page_3.png,2,(6^4 - 9^2) / 3^3 işleminin sonucu kaçtır?,Üslü Sayılar,Salt İşlem
2017_ALES_Sonbahar,page_3.png,3,sqrt(18) / (sqrt(50) + 2/sqrt(2)) işleminin sonucu kaçtır?,Köklü Sayılar,Salt İşlem
2017_ALES_Sonbahar,page_3.png,4,((7! + 8!) * 8) / ((5! + 6!) * 6) işleminin sonucu kaçtır?,Faktöriyel,Salt İşlem
2017_ALES_Sonbahar,page_4.png,5,"A, B ve C birer rakam olmak üzere, AA8 - B4A = CCC olduğuna göre, A + B + C toplamı kaçtır?",Basamak Analizi,Salt İşlem
2017_ALES_Sonbahar,page_4.png,6,"a, b ve c gerçek sayıları için a² < a < b - c < a • c olduğuna göre, aşağıdaki sıralamalardan hangisi doğrudur?",Eşitsizlikler,Salt İşlem
2017_ALES_Sonbahar,page_4.png,7,"a ve b birer tam sayı olmak üzere, (a + 1)² - (b - 1)² ifadesi bir tek sayıdır. Buna göre, I. a tek sayıdır. II. a - b tek sayıdır. III. a • b tek sayıdır. ifadelerinden hangileri her zaman doğrudur?",Tek ve Çift Sayılar,Salt İşlem
2017_ALES_Sonbahar,page_4.png,8,"x pozitif bir tam sayı olmak üzere, (x + 9) / 4 ≥ x eşitsizliğini sağlayan x değerlerinin toplamı kaçtır?",Eşitsizlikler,Salt İşlem
2017_ALES_Sonbahar,page_5.png,9,"a, b ve c gerçek sayıları için a - b = 3, a + 2c = 6, a + 2b - 2c = 8 olduğuna göre, a + b + c toplamı kaçtır?",Doğrusal Denklem Sistemleri,Salt İşlem
2017_ALES_Sonbahar,page_5.png,10,"x gerçel sayısı için (2^(x+2) - 2^(x+1)) / 4^(x+3) = 4 olduğuna göre, x kaçtır?",Üslü Sayılar,Salt İşlem
2017_ALES_Sonbahar,page_5.png,11,"Sıfırdan farklı a ve b gerçel sayıları için |a/2| = -a·b ve |b/a| = 5·b eşitlikleri veriliyor. Buna göre, a + b toplamı kaçtır?",Mutlak Değer,Salt İşlem
2017_ALES_Sonbahar,page_5.png,12,"A ⊂ B ⊂ C olmak üzere, A, B ve C kümelerinin eleman sayılarıyla ilgili s(C \ B) = s(B \ A) = s(A) ve s(C) = 36 eşitlikleri veriliyor. Buna göre, B kümesinin eleman sayısı kaçtır?",Kümeler,Problemler
2017_ALES_Sonbahar,page_6.png,13,"İki basamaklı AB doğal sayısının iki basamaklı 1A doğal sayısına bölümünden elde edilen bölüm B, kalan ise 0'dır. Buna göre, AB sayısının alabileceği en küçük ve en büyük değerlerin toplamı kaçtır?",Sayı Basamakları,Problemler
2017_ALES_Sonbahar,page_6.png,14,"Pozitif gerçek sayılar kümesi üzerinde tanımlanan bir ♦ işlemi (a ♦ b) = (a+b)/(a*b) eşitliğini sağlıyor. Buna göre, 3 ♦ 4 işleminin sonucu kaçtır?",İşlem Tanımı,Salt İşlem
2017_ALES_Sonbahar,page_6.png,15,"Aralarında asal olmayan iki pozitif tam sayının ikisini de bölen en büyük asal sayı p ise bu iki sayıya 'aralarında p-asal sayı' denir. Buna göre, 70 sayısı ile aralarında 5-asal sayı olan iki basamaklı kaç farklı doğal sayı vardır?",Asal Sayılar,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_6.png,16,"Rakamları toplamı 18 olan üç basamaklı ABC doğal sayısının, birler ve yüzler basamağındaki rakamlarının aritmetik ortalaması onlar basamağındaki rakama eşittir. Bu koşulu sağlayan kaç farklı ABC sayısı vardır?",Sayı Basamakları,Problemler
2017_ALES_Sonbahar,page_7.png,17,"Bir manavın 50 adet küçük ve büyük boy mısırı vardır. Küçük boy mısırları 4 TL'den, büyük boy mısırları 6 TL'den satılıyor. Küçük boy mısırları 5 TL'den satsaydı 20 TL daha fazla gelir elde edeceği hesaplanmıştır. Buna göre, manavın sattığı küçük boy mısırı sayısı kaçtır?",Problemler,Problemler
2017_ALES_Sonbahar,page_7.png,18,"3 km uzunluğundaki bir tünelin içinde olan Emre, tünelin iki ucundan birine doğru sabit hızla yürüyor. Bulunduğu konumdan tünelin yakın ucuna ulaşması 6 dakika, uzak ucuna ulaşması ise 18 dakika sürüyor. Buna göre, Emre'nin yürüme hızı saatte kaç kilometredir?",Hız Problemleri,Problemler
2017_ALES_Sonbahar,page_7.png,19,"19AB yılında doğan Ayşe'nin doğum yılının rakamları toplamı, Banu'nun 2016 yılındaki yaşına eşittir. Banu doğduğunda Ayşe 5 yaşında olduğuna göre, Banu'nun doğum yılı kaçtır?",Yaş Problemleri,Problemler
2017_ALES_Sonbahar,page_7.png,20,"Bir üniversitede verilen A ve B seçmeli dersleri ile ilgili bilgiler: Bu dersleri sadece matematik ve fizik bölümü öğrencileri almaktadır. A dersini alan matematik öğrencilerinin sayısı, B dersini alan matematik öğrencilerinin sayısının 3 katıdır. B dersini alan fizik öğrencilerinin sayısı, A dersini alan fizik öğrencilerinin sayısının 4 katıdır. A ve B dersini alan öğrenci sayıları birbirine eşittir. B dersini fizik bölümünden 40 öğrenci aldığına göre, A dersini matematik bölümünden kaç öğrenci almaktadır?",Denklem Kurma Problemleri,Problemler
2017_ALES_Sonbahar,page_8.png,21,"Bir odada bulunan koku cihazı, bir gün içerisinde ilk püskürtmeyi 06:30'da ve sonuncuyu 20:45'te olmak üzere, odaya eşit zaman aralıklarıyla toplam 20 kere koku püskürtüyor. Buna göre, bu püskürtmelerin kaçı saat başlarında olur?",Zaman Problemleri,Problemler
2017_ALES_Sonbahar,page_8.png,22,"Yarısı su ile dolu olan bir kabın altına, yine yarısı su ile dolu olan başka bir kap şekildeki gibi konulmuştur. Bu kaplardan altta olan kap, üstte olan kaptan taşan su ile dolmaktadır. Üstteki kaba 40 litre su eklendiğinde alttaki kaptan 5 litre su taştığı, 15 litre su eklendiğinde ise alttaki kabın 2/5'inin boş kaldığı gözlemlenmiştir. Buna göre, üstteki kabın tamamı kaç litre su almaktadır?",Hacim Problemleri,Problemler
2017_ALES_Sonbahar,page_8.png,23,"Bir çekilişte toplam 10 bilet satılacak ve bu biletlerden 4'üne birer hediye çıkacaktır. Her bilete hediye çıkma olasılığı eşittir. Buna göre, bir kişinin aldığı 3 bilete 2 hediye çıkma olasılığı kaçtır?",Olasılık,Problemler
2017_ALES_Sonbahar,page_8.png,24,"Bir eğitim kurumunun iki dönemden oluşan bir kurs programıyla ilgili aşağıdakiler bilinmektedir: 1. dönem toplam 7 ders, 2. dönem ise toplam 5 ders açılmıştır. 1. dönem açılan derslerden 3'ünün, 2. dönem ise açılan derslerden 2'sinin kursa katılan tüm öğrenciler tarafından alınması zorunludur. Kursu tamamlamak isteyen bir öğrencinin, bu iki dönem sonunda zorunlu derslerle birlikte toplam 8 ders alması gerekmektedir. Buna göre, bu kursa katılan bir öğrenci kursu tamamlamak için kaç farklı ders seçimi yapabilir?",Kombinasyon,Problemler
2017_ALES_Sonbahar,page_9.png,25,Ercan'ın A gazetesine 80 kelimelik ilan vermesi durumunda ödeyeceği tutar.,Sayı Problemleri,Problemler
2017_ALES_Sonbahar,page_9.png,26,Sercan'ın A ve B gazetelerine aynı sayıda kelimeyle ilan verip toplam 250 TL ödemesi durumunda B gazetesindeki kelime sayısı.,Sayı Problemleri,Problemler
2017_ALES_Sonbahar,page_9.png,27,"Bilye sayılarının ve toplam ağırlıklarının dağılımını gösteren grafiklere göre, yeşil bilyelerin toplam ağırlığı sarıdan 60 gram fazla ise mavi bilyelerin toplam ağırlığı.",Grafik Problemleri,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_9.png,28,"Bilye sayılarının ve toplam ağırlıklarının dağılımını gösteren grafiklere göre, yeşil bilyelerin toplam ağırlığı bir sarı ile bir mavi bilyenin ağırlığının 15 katı ise toplam bilye sayısı.",Grafik Problemleri,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_10.png,29,"Ece ve Can 18 toprak maçı daha yapıyor, toprak zemindeki galibiyet yüzdeleri değişmiyor. Son durumda Ece'nin tüm maçlardaki galibiyet yüzdesi kaçtır?",Yüzde Problemleri,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_10.png,30,Can'ın hem toprak hem de çim zemindeki galibiyet yüzdesinin %80 olması için yapması gereken toplam maç sayısı en az kaçtır?,Yüzde Problemleri,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_11.png,31,"Verilen 4x4 tabloya göre x, y ve z değerlerinin toplamını bulunuz.",Sayısal Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_11.png,32,Verilen 4x4 tabloya göre x ve y değerlerinin toplamını bulunuz.,Sayısal Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_11.png,33,"Verilen 4x4 tablo ve kurallara göre I, II ve III numaralı hücrelere gelecek renkleri bulunuz.",Sayısal Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_12.png,34,"C, F ve H borularının tıkalı, diğer boruların açık olduğu durumda, 1'inci kattan 7'nci kata hangi katlara uğramadan gidilebilir?",Sözel Mantık,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_12.png,35,"2'nci kattan yalnızca 4, 5 ve 6'ncı katlara geçiş mümkün olduğuna göre, açık olan borular hangisidir?",Sözel Mantık,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_12.png,36,Dokuz borudan en fazla kaç tanesi tıkalıyken her bir kattan diğer tüm katlara geçiş yine mümkün olur?,Sözel Mantık,Tablo/Grafik Okuma
2017_ALES_Sonbahar,page_13.png,37,"Verilen algoritmanın x=2, y=3, z=4 değerleri ile çalıştırılması sonucunda ekrana yazılan S değeri kaçtır?",Algoritma Analizi,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_13.png,38,"Verilen algoritmanın çalıştırılması sonucunda ekrana S=3 değeri yazıldığına göre, başlangıçtaki x tam sayısının alabileceği değerler toplamı kaçtır?",Algoritma Analizi,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_13.png,39,"Verilen algoritma 4. adıma hiçbir zaman geçemediğine göre, x, y ve z sayıları ile ilgili verilen ifadelerden hangileri her zaman doğrudur?",Algoritma Analizi,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_14.png,40,"Verilen şekle göre 1'den 6'ya kadar olan sayıların, bir hücredeki sayı okla gösterdiği hücredeki sayıyı tam bölmeyecek şekilde yerleştirildiği bir düzende, a + b toplamı kaçtır?",Sayısal Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_14.png,41,"Verilen şekle göre 1'den 6'ya kadar olan sayıların, bir hücredeki sayı okla gösterdiği hücredeki sayıyı tam bölmeyecek şekilde yerleştirildiği bir düzende, x + y + z toplamı en az kaçtır?",Sayısal Mantık,Yeni Nesil Mantık
2017_ALES_Sonbahar,page_14.png,42,"Verilen şekle göre 1'den 6'ya kadar olan sayıların, bir hücredeki sayı okla gösterdiği hücredeki sayıyı tam bölmeyecek şekilde yerleştirildiği bir düzende, kaç farklı yerleştirme yapılabilir?",Sayısal Mantık,Yeni Nesil Mantık
